ID;JOUR;DEBUT;FIN;GRADE;DIPLOME;SEMESTRE;TYPE_RESA;INTITULE_EC;BATIMENT;SALLE;COMMENTAIRE
692888;29/11/2016;13:30;16:30;L1;LA;1;Examen;ATELIER THEATRE S1;IUB;IUFM_B05;ATELIER DE THEATRE S1
694804;10/04/2017;14:30;16:30;L1;INFO;4;Examen;EXPRESSION ECRITE & CERTIFICATION VOLTAIRE - I;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;GESTION;2;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;LLCE;6;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;DROIT;6;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;EO;6;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;SVT;2;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;MATHS;2;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;LLF;6;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;LLCER;6;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;SVT;6;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;PC;6;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
693058;06/12/2016;10:30;12:00;L1;GESTION;5;Examen;COMPTABILITE APPROFONDIE;A;AMPHIA3;L3EG: CONTROLE CONTINU ASSIDUS ET DISPENSES
692070;06/12/2016;16:30;19:30;M2;Droit;1;Examen;DROIT DES SOCIETES APPROFONDI;G;G1-1EQ;M1 DAE: ET ASSIDUS + DISPENSES
693625;07/12/2016;09:15;10:45;M2;PAPC2;3;Examen;LETTRES;IUB;IUFM_B21;CC +ET
693102;05/01/2017;09:00;10:30;L1;DROIT;3;Examen;HISTOIRE DES IDEES POLITIQUES;A;AMPHIA2;L2 DROIT: ET ASSIDUS + DISPENSES - Tiers-temps - 
700787;07/12/2016;13:30;14:30;L1;GESTION;5;Examen;MARKETING DES SERVICES ET DU TOURISME;A;AMPHIA1;L3EG: CC ASSIDUS + ET DISPENSES
696492;22/11/2016;10:00;12:00;M2;EIO;3;Examen;Climatologie du Pacifique;B;B1-1;Examen
707279;05/12/2016;15:00;17:00;L1;PC;5;Examen;Travaux Pratiques de Chimie 4;C;C2-1;UNIQUEMENT DISPENSE TP CHIMIE 4
690608;30/11/2016;13:00;15:00;L1;LLCER;1;Examen;LANGUE FRANCAISE  S1;G;G3-1EQCL;LANGUE FRANçAISE UNIQUEMENT NON ASSIDUS
692684;07/12/2016;13:00;14:30;DU0;TRONC COMMUN MEEF2;1;Examen;STAGE D'OBSERVATION ET DE PRATIQUE ACCOMPAGNEE (1);IUB;IUFM_B13;ET dispensés d'assiduitéSalle de préparation B 1
694233;08/12/2016;15:15;16:15;M2;PAPC2;3;Examen;LVE ESPAGNOL;IUB;IUFM_B11;CC + ET 
693866;08/12/2016;10:00;13:00;M2;MEEF 4;3;Examen;ENVIRO. NUM. DE TRAVAIL ET POST. PROF. AVEC LE NUM. (1);IUA;IUFM_TICE;ET des dispensés d'assiduité
693629;05/12/2016;08:00;09:00;M2;PAPC1;3;Examen;CDPC1 (1)-EPS;IUB;IUFM_B26;CC +ET
702159;21/11/2016;07:30;13:20;M2;Droit;1;Examen;DROIT DU COMMERCE INTERNATIONAL;G;G2-2EQ;M1 DAE: ORAUX - DROIT DU COMMERCE INTERNATIONAL
691412;08/12/2016;10:30;11:30;PACES0;PACES;1;Examen;EVALUATION DES METHODES D ANALYSE APPLIQUEE AUX SCIENCES DE LA VIE ET DE LA SANTE (Médecine);A;AMPHIA1;PACES1-UE4:  Eval.des méth.d'anal.apliquées
717738;21/04/2017;07:30;09:30;L1;LLCER;4;Examen;PREPARATION AU CERTIFICAT INFORMATIQUE ET INTERNET (C2i) S4;B;B2-4-TP;uniquement dispensés C2i S4
695405;07/12/2016;08:00;10:00;L1;LLCR;1;Examen;LVE ESPAGNOL S1;G;G3-1EQCL;UNIQUEMENT ETUDIANTS DISPENSES LVE ESPAGNOL S5
695405;07/12/2016;08:00;10:00;L1;LLCER;5;Examen;LV ESPAGNOL 5 S5;G;G3-1EQCL;UNIQUEMENT ETUDIANTS DISPENSES LVE ESPAGNOL S5
694784;05/01/2017;10:00;11:30;L1;PC;5;Examen;Physique Moderne ;B;B1-1;uniquement dispensé Physique moderne s5
694255;03/12/2016;09:00;11:00;L1;LA;1;Examen;LV MANDARIN S1;G;G2-1EQ;UNIQUEMENT DISPENSES G1-1 + G2-1 + G3-1
693262;06/12/2016;15:30;17:30;L1;SVT;3;Examen;Biomolécules - Mécanismes réactionnels;E;AMPHI-E;Biomol meca s3
695524;02/12/2016;08:30;10:30;L1;LLCR;1;Examen;LANGUES ET CULTURES POLYNESIENNES;G;G3-1EQCL;UNIQUEMENT DISPENSES
695400;05/12/2016;13:30;16:30;L1;HISTOIRE;5;Examen;Historiographie et nouveaux chantiers de l'histoire;G;G2-2EQ;UNIQUEMENT DISPENSES
693866;08/12/2016;10:00;13:00;M2;PIF;3;Examen;INTEG. DES TICE DANS LA SPECIALITE (1);IUA;IUFM_TICE;ET des dispensés d'assiduité
714828;24/04/2017;09:00;10:00;L1;GEOGRAPHIE ET AMENAGEMENT;6;Examen;UEPP  METIER PROF DES ECOLES  SAVOIRS MATHEMATIQUES FONDAMENTAUX - EC LIBRE;E;E1-1EQCL;Examen
717688;27/04/2017;07:30;10:30;L1;DROIT;4;Examen;DROIT ADMINISTRATIF 2;A;AMPHIA3;ET - Tiers-temps en B1-1 - Durée de l'épreuve 4h
711711;07/12/2016;14:30;16:00;M2;PAPC2;3;Examen;PRINC. FONDAM. DU SYST. EDUC.;IUB;IUFM_B11;ET des dispensés d'assiduité
695666;06/12/2016;17:00;18:00;M2;MEEF 4;3;Examen;GESTION D'ASSOCIATION (1);IUB;IUFM_B26;CC + ET
714341;06/12/2016;13:30;16:30;M2;MEEF 4;3;Examen;CONCEPT. D'OUTILS & D'EXPO. POUR LA VULGA. PEDAGO. SCIENT. ET TECHN. (1);IUB;IUFM_B11;ET des dispensés d'assiduité
709070;01/12/2016;13:00;15:00;L1;LLCR;1;Examen;CULTURE GENERALE ;G;G3-1EQCL;EXAMEN CULTURE GENERALE UNIQUEMENT ETUDIANTS NON A
695524;02/12/2016;08:30;10:30;;;;Examen;LANGUES ET CULTURES POLYNESIENNES;G;G3-1EQCL;UNIQUEMENT DISPENSES
693233;06/12/2016;09:00;10:30;L1;INFO;3;Examen;Base de donées : Initiation;G;G2-1EQ;BD DE DONNEES: Initiation S3
693744;08/12/2016;08:00;09:30;M2;MEEF 4;3;Examen;PEDAGOGIE DES ADULTES (1);IUB;IUFM_B13;ET des dispensés d'assiduité
700462;05/12/2016;07:30;09:00;L1;PC;5;Examen;Chimie Physique ;E;E3-2EQ;UNIQUEMENT NON ASSIDUS
692675;06/12/2016;18:00;20:00;M2;MANAGEMENT;1;Examen;Gestion de projet;G;G2-1EQ;M1 MGMT: ET ASSIDUS + DISPENSES
694048;08/12/2016;07:30;09:00;L1;MATHS;1;Examen;Echelles du vivant;A;AMPHIA3;ECHELLES DU VIVANT S1 CC + ET
692901;06/12/2016;09:00;12:00;L1;LA;5;Examen;HISTOIRE ET THEORIE DU CINEMA S5;E;E4-2EQ;HISTOIRE ET THEORI DU CINE S5
693475;08/12/2016;16:00;19:00;M2;Droit;3;Examen;DROIT DE L'ENVIRONNEMENT ET DU DEVELOPPEMENT DURABLE;E;E4-1EQCL;M2 DAE: ET ASSIDUS + DISPENSES - Tiers-temps - Du
692574;08/12/2016;13:30;15:30;L1;LEA;3;Examen;INFORMATIQUE 1 - PREPARATION AU C2i;B;B2-4-TP;UNIQUEMENT DISPENSES C2i
709070;01/12/2016;13:00;15:00;L1;GEOGRAPHIE ET AMENAGEMENT;1;Examen;Culture générale;G;G3-1EQCL;EXAMEN CULTURE GENERALE UNIQUEMENT ETUDIANTS NON A
694255;03/12/2016;09:00;11:00;L1;LA;5;Examen;LANGUE VIVANTE : MANDARIN S5;G;G1-1EQ;UNIQUEMENT DISPENSES G1-1 + G2-1 + G3-1
696171;01/12/2016;08:00;10:00;L1;GESTION;1;Examen;INTRODUCTION HISTORIQUE AU DROIT, A L'ECONOMIE ET A LA GESTION;A;AMPHIA3;L1EG: CONTROLE CONTINU ASSIDUS ET DISPENSES (1H) -
695512;01/12/2016;12:00;15:00;L1;LLCER;5;Examen;CYCLES HEROIQUES;E;E4-1EQCL;Assidus et non assidus
695512;01/12/2016;12:00;15:00;L1;LLCR;5;Examen;CYCLES HEROIQUES;E;E4-1EQCL;Assidus et non assidus
695509;07/12/2016;08:00;10:00;L1;LLCR;5;Examen;LVE ANGLAIS S5;B;B1-1;Non assidus uniquement
691407;05/12/2016;10:30;11:30;PACES0;PACES;1;Examen;ATOMES ET BIOMOLECULES : CHIMIE PHYSIQUE ET ORGANIQUE (MEDECINE);A;AMPHIA1; PACES1-UE1A: Atomes-Biomolécules-Bioénergétique
690429;02/12/2016;13:30;16:30;L1;LLCE;3;Examen;LITTERATURE BRITANNIQUE 1 S3;E;E4-1EQCL;Examen
696494;21/11/2016;16:30;18:00;L1;MATHS;1;Examen;Optique;A;AMPHIA3;OPTIQUE S1 CC + ET
692071;08/12/2016;16:30;19:30;M2;Droit des activités économiques;1;Examen;DROIT DES CONTRATS PUBLICS;G;G1-1EQ;M1 DAE: ET ASSIDUS + DISPENSES
717708;27/04/2017;13:00;15:00;L1;LLCER;2;Examen;LVE ESPAGNOL S2;G;G1-1EQ;UNIQUEMENT DISPENSES LVE ESPAGNOL S2
711492;08/12/2016;08:00;13:00;M2;Anglais;1;Examen;THEME, VERSION, EXPLICATION, CHOIX TRADUCTION;E;AMPHI-E;CC+ET
717722;26/04/2017;13:00;15:00;L1;LA;4;Examen;LV ANGLAIS S4;G;G3-1EQCL;uniquement dispenses LVE Anglais S4
691203;07/12/2016;10:30;12:30;L1;SVT;1;Examen;Expression Ecrite et Orale;A;AMPHIA3;EXPRESSION ECRITE ET ORALE S1 L1 SCIENCES
694804;10/04/2017;14:30;16:30;L1;HISTOIRE;4;Examen;EXPRESSION ECRITE & CERTIFICATION VOLTAIRE - H;A;AMPHIA3;Examen
693286;07/12/2016;09:15;10:15;M2;PE;1;Examen;LVE ANGLAIS;IUA;IUFM_REUN;CC +ET	
694255;03/12/2016;09:00;11:00;L1;LLCR;1;Examen;LVE MANDARIN S1;G;G1-1EQ;UNIQUEMENT DISPENSES G1-1 + G2-1 + G3-1
694255;03/12/2016;09:00;11:00;L1;GESTION;1;Examen;MANDARIN;G;G2-1EQ;UNIQUEMENT DISPENSES G1-1 + G2-1 + G3-1
694255;03/12/2016;09:00;11:00;M2;Droit;3;Examen;MANDARIN;G;G2-1EQ;UNIQUEMENT DISPENSES G1-1 + G2-1 + G3-1
694255;03/12/2016;09:00;11:00;M2;Droit des activités économiques;3;Examen;MANDARIN;G;G2-1EQ;UNIQUEMENT DISPENSES G1-1 + G2-1 + G3-1
716259;20/04/2017;12:00;13:30;L1;LLF;6;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;LLF;2;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;LLCER;6;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;DROIT;2;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;PC;6;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
692803;06/12/2016;15:00;17:00;L1;PC;5;Examen;Travaux Pratique de Physique 4;C;C2-2;uniquement dispensés
717796;28/04/2017;09:00;12:00;L1;DROIT;6;Examen;LIBERTES FONDAMENTALES;A;AMPHIA2;CC + ET - 
715782;30/03/2017;13:00;15:00;L1;LA;6;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;LA;2;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;LLCR;6;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
716261;20/04/2017;14:00;16:30;L1;LLF;6;Examen;UECG THEATRE - EC LIBRE;A;AMPHIA3;Examen
716261;20/04/2017;14:00;16:30;L1;LA;6;Examen;UECG THEATRE - EC LIBRE;A;AMPHIA3;Examen
716261;20/04/2017;14:00;16:30;L1;LEA;2;Examen;UECG THEATRE - EC LIBRE;A;AMPHIA3;Examen
716261;20/04/2017;14:00;16:30;L1;LLCER;6;Examen;UECG THEATRE - EC LIBRE;A;AMPHIA3;Examen
696570;07/12/2016;08:00;10:00;L1;GEOGRAPHIE ET AMENAGEMENT;1;Examen;LVE ANGLAIS S1;G;G2-1EQ;UNIQUEMENT ETUDIANTS DISPENSES LVE ANGLAIS
692063;09/12/2016;16:30;19:30;M2;Droit des activités économiques;1;Examen;DROIT PENAL DES AFFAIRES;G;G3-1EQCL;M1 DAE: ET ASSUDS + DISPENSES
692501;21/11/2016;13:30;15:00;L1;DROIT;1;Examen;INTRODUCTION  A LA GESTION;A;AMPHIA1;L1 DROIT:CONTROLE CONTINU ASSIDUS ET DISPENSES
694259;02/12/2016;09:00;12:00;L1;LLCE;5;Examen;LITTERATURE BRITANNIQUE 2 S5;E;E4-1EQCL;CC2 + ET
694864;08/12/2016;16:30;18:00;L1;MATHS;1;Examen;Projet professionnel et Méthodologie;A;AMPHIA3;Projet pro
695525;05/12/2016;08:00;12:00;L1;LLCR;5;Examen;CIVILISATION OCEANIENNE;CHE;CHE2;Assidus et non assidus
714139;05/12/2016;12:00;13:00;M2;Tahitien-Lettres;1;Examen;LANGUES POLYNESIENNES.TRADUCTION;IUA;TP1;CC+ET
689851;10/11/2016;11:00;12:30;L1;LLCER;3;Examen;PLURILINGUISME ET APPRENTISSAGE DES LANGUES S3;G;G3-1EQCL;Examen
692588;30/11/2016;14:00;16:00;L1;GESTION;1;Examen;GESTION DES RESSOURCES HUMAINES;A;AMPHIA1;L1EG: CONTROLE CONTINU ASSIDUS ET DISPENSES
693239;06/12/2016;10:30;12:00;L1;INFO;3;Examen;Base de données : Conception, modélisation;G;G2-1EQ;BASE DE DONNES: Conception, modélisation S3
693285;05/12/2016;11:00;12:00;M2;PE;1;Examen;EPS;IUB;IUFM_B21;Examen
693285;05/12/2016;11:00;12:00;M2;MEEF Primaire;1;Examen;EPS;IUB;IUFM_B26;Examen
693469;05/12/2016;16:00;19:00;M2;Droit des activités économiques;3;Examen;DROIT DE LA PROPRIETE INTELLECTUELLE;E;E4-1EQCL;M2 DAE: ET ASSIDUS + DISPENSES - Tiers-temps - Du
717738;21/04/2017;07:30;09:30;L1;LLCE;4;Examen;PREPARATION AU CERTIFICAT INFORMATIQUE ET INTERNET (C2i) S4;B;B2-4-TP;uniquement dispensés C2i S4
695522;06/12/2016;15:00;17:00;L1;LLCR;1;Examen;METHODOLOGIE DU TRAVAIL UNIVERSITAIRE et PROJET PROFESSIONNEL;G;G2-1EQ;UNIQUEMENT DISPENSES EXAMEN MTU S1
